case_id,case_number,date_time,primary_type,description,location_description,district,ward,criminal_id,
10279524,HY467726,10/19/2015 10:40:00 AM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,11,28,50,
10279577,HY467704,10/19/2015 09:30:00 AM,THEFT,ATTEMPT THEFT,HOSPITAL BUILDING/GROUNDS,4,7,18,
10279599,HY467843,10/19/2015 11:30:00 AM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,11,28,7,
10279607,HY467857,10/19/2015 12:02:00 PM,OTHER OFFENSE,PAROLE VIOLATION,PARK PROPERTY,7,17,86,
10279695,HY467765,10/19/2015 10:55:00 AM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,7,15,86,
10279719,HY467831,10/19/2015 11:08:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,6,21,12,
10279721,HY467868,10/19/2015 11:50:00 AM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,17,15,
10279737,HY467907,10/19/2015 10:15:00 AM,CRIMINAL TRESPASS,TO STATE SUP LAND,OTHER RAILROAD PROP / TRAIN DEPOT,5,34,97,
10279762,HY467951,10/19/2015 01:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10279809,HY468007,10/19/2015 01:50:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,7,17,5,
10279810,HY467851,10/19/2015 11:00:00 AM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,HOSPITAL BUILDING/GROUNDS,7,20,119,
10279815,HY467979,10/19/2015 12:45:00 PM,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,8,23,63,
10279816,HY467997,10/19/2015 02:00:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,7,6,5,
10279855,HY467996,10/19/2015 12:40:00 PM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,1,30,
10279859,HY468054,10/19/2015 02:45:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,11,24,7,
10279861,HY467975,10/19/2015 01:35:00 PM,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,7,20,3,
10279862,HY468044,10/19/2015 01:10:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,8,15,63,
10279889,HY467883,10/19/2015 12:27:00 PM,BATTERY,AGGRAVATED: HANDGUN,PARKING LOT/GARAGE(NON.RESID.),5,8,9,
10279892,HY468111,10/19/2015 02:45:00 PM,ASSAULT,SIMPLE,STREET,14,35,123,
10279899,HY468145,10/19/2015 03:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",8,18,27,
10279904,HY464063,10/09/2015 10:00:00 AM,ROBBERY,STRONGARM - NO WEAPON,"SCHOOL, PUBLIC, BUILDING",6,21,140,
10279912,HY468152,10/19/2015 03:35:00 PM,NARCOTICS,POSS: COCAINE,PARKING LOT/GARAGE(NON.RESID.),12,25,10,
10279914,HY468192,10/19/2015 03:14:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,11,28,38,
10279918,HY468039,10/19/2015 02:27:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),11,28,7,
10279920,HY468112,10/19/2015 03:16:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,14,27,
10279924,HY468073,10/19/2015 01:40:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,5,9,157,
10279928,HY468187,10/19/2015 03:48:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,2,3,98,
10279958,HY468214,10/19/2015 03:28:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,5,34,8,
10279987,HY468243,10/19/2015 01:48:00 PM,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,8,15,83,
10280004,HY468208,10/19/2015 04:00:00 PM,BATTERY,SIMPLE,SIDEWALK,4,10,13,
10280015,HY468301,10/19/2015 05:00:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,3,20,64,
10280024,HY468221,10/19/2015 03:25:00 PM,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE PORCH/HALLWAY,11,28,7,
10280027,HY468190,10/19/2015 03:15:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,12,1,25,
10280028,HY468205,10/19/2015 04:10:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE PORCH/HALLWAY,5,9,151,
10280035,HY468280,10/19/2015 04:40:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,6,21,15,
10280052,HY468335,10/19/2015 03:30:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,GAS STATION,12,27,141,
10280054,HY468308,10/19/2015 04:33:00 PM,BATTERY,SIMPLE,SIDEWALK,11,27,47,
10280071,HY468371,10/19/2015 05:28:00 PM,NARCOTICS,POSS: HEROIN(BRN/TAN),STREET,11,28,7,
10280075,HY468400,10/19/2015 06:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,11,27,7,
10280093,HY468283,10/19/2015 04:13:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,5,34,29,
10280094,HY468445,10/19/2015 06:30:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10280096,HY468412,10/19/2015 05:41:00 PM,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,6,18,85,
10280099,HY468375,10/19/2015 05:47:00 PM,NARCOTICS,POSS: CRACK,ALLEY,11,28,7,
10280114,HY468430,10/19/2015 06:04:00 PM,CRIMINAL DAMAGE,TO STATE SUP PROP,RESIDENCE,11,28,154,
10280116,HY468415,10/19/2015 06:28:00 PM,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,7,16,86,
10280130,HY468384,10/19/2015 05:45:00 PM,CRIMINAL TRESPASS,TO STATE SUP LAND,CTA STATION,6,6,73,
10280137,HY468201,10/19/2015 03:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,3,5,44,
10280143,HY468452,10/19/2015 06:05:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,6,5,
10280147,HY468494,10/19/2015 06:55:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENTIAL YARD (FRONT/BACK),3,6,147,
10280163,HY468490,10/19/2015 07:20:00 PM,BATTERY,SIMPLE,RESTAURANT,1,42,113,
10280166,HY468422,10/19/2015 06:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,7,16,5,
10280177,HY468539,10/19/2015 07:41:00 PM,NARCOTICS,POSS: BARBITUATES,PARKING LOT/GARAGE(NON.RESID.),9,16,82,
10280182,HY468522,10/19/2015 07:36:00 PM,NARCOTICS,POSS: CRACK,STREET,6,17,12,
10280187,HY468382,10/19/2015 06:08:00 PM,BATTERY,AGGRAVATED: HANDGUN,STREET,7,15,3,
10280198,HY468502,10/19/2015 07:29:00 PM,NARCOTICS,POSS: HEROIN(WHITE),VACANT LOT/LAND,11,2,7,
10280202,HY468252,10/19/2015 03:40:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),6,21,49,
10280209,HY468108,10/19/2015 03:10:00 PM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,HOSPITAL BUILDING/GROUNDS,12,2,141,
10280214,HY468572,10/19/2015 07:46:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,ALLEY,4,7,35,
10280216,HY468553,10/19/2015 07:43:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,11,2,7,
10280231,HY468498,10/19/2015 07:20:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,42,68,
10280253,HY468509,10/19/2015 06:45:00 PM,THEFT,RETAIL THEFT,GROCERY FOOD STORE,9,3,75,
10280258,HY468612,10/19/2015 09:02:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,8,15,14,
10000126,HY190035,03/18/2015 10:45:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,2,20,33,
10280271,HY468627,10/19/2015 09:15:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,OTHER,11,28,7,
10280279,HY468660,10/19/2015 02:15:00 PM,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,8,15,134,
10280284,HY468639,10/19/2015 08:34:00 PM,OTHER OFFENSE,GUN OFFENDER: DUTY TO REGISTER,SIDEWALK,3,5,64,
10280285,HY468547,10/19/2015 06:14:00 PM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,11,28,7,
10280294,HY468685,10/19/2015 10:09:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,9,14,19,
10280295,HY468645,10/19/2015 09:29:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,STREET,11,27,17,
10280297,HY468656,10/19/2015 09:44:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,14,35,1,
10280301,HY468625,10/19/2015 08:10:00 PM,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,5,34,102,
10280302,HY468687,10/18/2015 11:00:00 PM,BATTERY,SIMPLE,APARTMENT,4,10,13,
10280305,HY468647,10/18/2015 10:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,6,21,31,
10280308,HY468610,10/19/2015 08:50:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),11,24,7,
10280312,HY468694,10/19/2015 10:06:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,20,5,
10280323,HY468697,10/19/2015 10:19:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,7,17,5,
10280335,HY468673,10/19/2015 10:01:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,2,20,66,
10280346,HY468728,10/19/2015 10:32:00 PM,OTHER OFFENSE,VIOLENT OFFENDER: ANNUAL REGISTRATION,SIDEWALK,6,8,85,
10280349,HY468733,10/19/2015 11:24:00 PM,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,6,8,137,
10280364,HY468692,10/19/2015 10:04:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),4,10,20,
10280366,HY468624,10/19/2015 08:53:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,4,8,20,
10280377,HY468746,10/19/2015 11:55:00 PM,CRIMINAL TRESPASS,TO LAND,GAS STATION,8,16,39,
10280391,HY468749,10/19/2015 11:33:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,3,5,44,
10280400,HY468719,10/19/2015 10:40:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,6,17,31,
10280409,HY468747,10/19/2015 11:42:00 PM,ASSAULT,SIMPLE,RESIDENCE,8,18,83,
10280411,HY468783,10/20/2015 12:26:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,6,6,15,
10280420,HY468720,10/19/2015 10:50:00 PM,ASSAULT,SIMPLE,APARTMENT,3,5,57,
10280421,HY468788,10/20/2015 01:10:00 AM,CRIMINAL TRESPASS,TO LAND,POLICE FACILITY/VEH PARKING LOT,11,24,50,
10280429,HY468803,10/20/2015 01:42:00 AM,NARCOTICS,POSS: COCAINE,STREET,9,12,82,
10280451,HY468808,10/20/2015 01:31:00 AM,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENTIAL YARD (FRONT/BACK),3,5,60,
10280464,HY468834,10/19/2015 10:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,11,24,17,
10280470,HY468823,10/20/2015 02:40:00 AM,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,OTHER,2,3,33,
10280527,HY467806,10/19/2015 11:40:00 AM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,11,24,144,
10280553,HY468867,10/19/2015 02:00:00 PM,THEFT,FROM BUILDING,APARTMENT,8,14,96,
10280631,HY468915,10/20/2015 07:30:00 AM,THEFT,$500 AND UNDER,STREET,9,20,75,
10280654,HY468944,10/20/2015 07:30:00 AM,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,11,27,7,
10280656,HY468910,10/20/2015 07:20:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,8,16,27,
10280814,HY469017,10/20/2015 08:30:00 AM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",5,34,9,
10280889,HY469015,10/20/2015 08:40:00 AM,CRIMINAL DAMAGE,TO VEHICLE,STREET,3,20,55,
11859177,JC470831,10/13/2019 02:18:00 AM,NARCOTICS,CANNABIS PLANT,RESIDENCE,8,18,27,
10280923,HY469038,10/20/2015 09:00:00 AM,NARCOTICS,POSS: CRACK,RESIDENCE,6,21,12,
10280957,HY469121,10/20/2015 10:37:00 AM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,28,7,
10280981,HY469119,10/20/2015 10:15:00 AM,NARCOTICS,POSS: CRACK,SIDEWALK,11,27,7,
10280986,HY469048,10/20/2015 10:27:00 AM,THEFT,RETAIL THEFT,DRUG STORE,1,42,68,
10281019,HY469158,10/20/2015 11:01:00 AM,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),12,27,34,
10281022,HY469160,10/20/2015 11:14:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,27,7,
10281030,HY469185,10/20/2015 11:26:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,15,27,
10281046,HY469181,10/20/2015 10:38:00 AM,ASSAULT,SIMPLE,STREET,4,10,80,
10281074,HY469196,10/20/2015 11:40:00 AM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,28,7,
10281079,HY469093,10/20/2015 09:50:00 AM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",12,1,30,
10281091,HY469117,10/20/2015 10:25:00 AM,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,10,24,110,
10281099,HY469231,10/20/2015 12:00:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,11,27,7,
10281125,HY469278,10/20/2015 11:45:00 AM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,3,6,44,
10281135,HY469256,10/20/2015 11:25:00 AM,CRIMINAL TRESPASS,TO LAND,SMALL RETAIL STORE,7,17,84,
10281196,HY469195,10/20/2015 11:45:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,9,14,28,
10281210,HY469300,10/20/2015 12:45:00 PM,CRIMINAL DAMAGE,TO STATE SUP PROP,APARTMENT,11,28,154,
10281243,HY469305,10/20/2015 11:36:00 AM,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE,9,16,82,
10281249,HY469349,10/20/2015 01:10:00 PM,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING/GROUNDS,10,12,36,
10281258,HY469320,10/20/2015 12:50:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,4,7,80,
10281262,HY469353,10/20/2015 01:00:00 AM,NARCOTICS,FOUND SUSPECT NARCOTICS,NURSING HOME/RETIREMENT HOME,2,3,66,
10281318,HY469292,10/20/2015 11:30:00 AM,CRIMINAL DAMAGE,TO PROPERTY,SIDEWALK,4,7,24,
10281326,HY469404,10/20/2015 01:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",8,15,27,
10281330,HY469350,10/20/2015 01:13:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,7,17,5,
10281341,HY469411,10/20/2015 02:05:00 PM,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,1,2,23,
10281359,HY469139,10/20/2015 10:30:00 AM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,6,18,31,
10281362,HY469162,10/16/2015 07:00:00 PM,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESIDENTIAL YARD (FRONT/BACK),5,34,151,
10281365,HY469418,10/20/2015 12:55:00 PM,THEFT,$500 AND UNDER,SIDEWALK,1,42,68,
10281380,HY469498,10/20/2015 03:15:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,11,27,7,
10281397,HY469480,10/20/2015 02:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,7,17,5,
10281399,HY469405,10/20/2015 01:35:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,2,3,66,
10281404,HY469444,10/20/2015 01:42:00 PM,THEFT,RETAIL THEFT,DRUG STORE,1,42,68,
10281406,HY469457,10/20/2015 02:45:00 PM,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,11,28,47,
10281427,HY469546,10/20/2015 04:03:00 PM,NARCOTICS,POSS: CRACK,ABANDONED BUILDING,7,16,5,
10281430,HY469533,10/20/2015 03:27:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,27,7,
10281431,HY469525,10/20/2015 03:31:00 PM,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),9,12,111,
10281450,HY469449,10/14/2015 12:45:00 PM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",8,15,14,
10281472,HY469575,10/20/2015 02:15:00 PM,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,"SCHOOL, PUBLIC, BUILDING",10,12,4,
10281491,HY469577,10/20/2015 03:29:00 PM,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENCE PORCH/HALLWAY,5,9,29,
10281501,HY469663,10/20/2015 04:55:00 PM,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,11,28,50,
10281518,HY469471,10/20/2015 02:05:00 PM,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,SIDEWALK,9,3,124,
10281523,HY469704,10/20/2015 05:15:00 PM,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,7,15,22,
10281526,HY469666,10/20/2015 04:38:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,12,36,
10281534,HY469705,10/20/2015 05:27:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,10,24,36,
10281550,HY469780,10/20/2015 06:15:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,4,7,20,
10281561,HY469540,10/20/2015 03:32:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,8,23,27,
10281563,HY469781,10/20/2015 06:22:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,12,2,10,
10281564,HY469804,10/20/2015 06:30:00 PM,OTHER OFFENSE,PAROLE VIOLATION,STREET,5,9,151,
10281572,HY469797,10/20/2015 06:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,4,7,20,
10281584,HY469223,10/20/2015 12:09:00 PM,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",4,8,13,
10281593,HY469849,10/20/2015 07:07:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,2,3,66,
10281595,HY469688,10/20/2015 05:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,11,28,7,
10281607,HY469692,10/20/2015 03:15:00 PM,THEFT,RETAIL THEFT,DRUG STORE,8,23,96,
10281609,HY469834,10/20/2015 07:30:00 PM,BATTERY,SIMPLE,STREET,10,25,16,
10281612,HY469856,10/20/2015 07:40:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,10,24,36,
10281636,HY469854,10/20/2015 07:20:00 PM,CRIMINAL TRESPASS,TO LAND,DRUG STORE,4,7,51,
10281639,HY469904,10/20/2015 08:15:00 PM,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),4,7,20,
10281642,HY469775,10/20/2015 02:57:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,11,24,158,
10281644,HY469816,10/20/2015 06:54:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,4,10,80,
10281648,HY469921,10/20/2015 08:01:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,12,2,10,
10281649,HY469932,10/20/2015 08:38:00 PM,THEFT,RETAIL THEFT,DRUG STORE,6,6,15,
10281652,HY469891,10/20/2015 07:35:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,6,6,12,
10281653,HY469865,10/20/2015 07:20:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,3,20,46,
10281661,HY469922,10/20/2015 08:31:00 PM,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,7,16,86,
10281664,HY469827,10/20/2015 06:35:00 PM,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,3,5,44,
10281673,HY469884,10/20/2015 08:00:00 PM,THEFT,RETAIL THEFT,DEPARTMENT STORE,1,2,68,
10281685,HY469909,10/20/2015 08:24:00 PM,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,7,20,86,
10281691,HY469895,10/20/2015 03:00:00 PM,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),7,15,122,
10281692,HY469902,10/20/2015 07:07:00 PM,NARCOTICS,POSS: CRACK,RESIDENCE,6,18,12,
10281695,HY469885,10/20/2015 07:08:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,15,27,
10281707,HY469963,10/20/2015 08:50:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,3,20,44,
10281710,HY469916,10/20/2015 08:44:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,PARK PROPERTY,2,4,33,
10281713,HY469939,10/20/2015 09:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,11,37,47,
10281716,HY469945,10/20/2015 08:43:00 PM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,6,18,12,
10281726,HY469959,10/20/2015 09:10:00 PM,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,3,7,44,
10281731,HY469777,10/20/2015 05:56:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,7,16,87,
10281739,HY469670,10/20/2015 04:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4,10,20,
10281744,HY469888,10/20/2015 07:52:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,9,3,112,
10281757,HY470031,10/20/2015 10:00:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,11,28,7,
10281759,HY469919,10/20/2015 08:30:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,12,2,25,
10281764,HY470026,10/20/2015 09:56:00 PM,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,10,24,110,
10281765,HY469942,10/20/2015 09:05:00 PM,BATTERY,SIMPLE,GAS STATION,3,6,60,
10281771,HY470008,10/20/2015 09:45:00 PM,NARCOTICS,POSS: CRACK,GAS STATION,6,8,12,
10281775,HY470038,10/20/2015 09:04:00 PM,NARCOTICS,POSS: CRACK,STREET,4,10,20,
10281788,HY470049,10/20/2015 10:23:00 PM,CRIMINAL DAMAGE,TO VEHICLE,OTHER,3,20,55,
10281795,HY470064,10/20/2015 10:55:00 PM,NARCOTICS,POSS: HEROIN(WHITE),STREET,11,28,7,
10281798,HY469948,10/20/2015 09:15:00 PM,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE PORCH/HALLWAY,2,3,133,
10281800,HY470050,10/20/2015 10:30:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,11,24,7,
10281802,HY470063,10/20/2015 09:55:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,3,5,44,
10281806,HY470041,10/20/2015 10:05:00 PM,NARCOTICS,POSS: BARBITUATES,STREET,9,11,82,
10281808,HY470089,10/20/2015 10:51:00 PM,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,6,6,12,
10281810,HY470082,10/20/2015 11:20:00 PM,NARCOTICS,POSS: CRACK,SIDEWALK,4,7,20,
10281813,HY470065,10/20/2015 10:40:00 PM,THEFT,RETAIL THEFT,DRUG STORE,12,2,25,
10281815,HY470098,10/20/2015 11:35:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,8,15,27,
10281816,HY470021,10/20/2015 09:25:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,7,16,87,
10281818,HY470016,10/20/2015 10:24:00 PM,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,3,6,57,
10281819,HY470069,10/20/2015 10:10:00 PM,THEFT,$500 AND UNDER,PARK PROPERTY,6,6,15,
10281821,HY470101,10/20/2015 11:23:00 PM,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,10,24,36,
10281824,HY469976,10/20/2015 08:19:00 PM,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,11,24,158,
10281825,HY469933,10/20/2015 08:00:00 PM,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,6,17,31,
10281826,HY470048,10/20/2015 10:52:00 PM,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,6,21,140,
10281827,HY470023,10/20/2015 08:00:00 PM,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,11,24,17,
10281830,HY470078,10/20/2015 10:32:00 PM,ASSAULT,SIMPLE,RESIDENCE,3,5,57,
10281834,HY470102,10/20/2015 11:55:00 PM,THEFT,RETAIL THEFT,SMALL RETAIL STORE,10,12,2,
10281835,HY470117,10/20/2015 09:30:00 PM,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,7,16,161,
10281836,HY470115,10/20/2015 09:25:00 PM,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,7,15,161,
10281840,HY470084,10/20/2015 11:45:00 PM,NARCOTICS,POSS: COCAINE,SIDEWALK,10,12,36,
10281844,HY470112,10/20/2015 11:37:00 PM,NARCOTICS,POSS: BARBITUATES,STREET,7,17,5,
10281848,HY470138,10/21/2015 12:19:00 AM,NARCOTICS,CONT SUBS:FAIL TO MAINT RECORD,STREET,14,1,1,
10281850,HY470147,10/21/2015 12:55:00 AM,ASSAULT,AGG PO HANDS NO/MIN INJURY,RESIDENCE,5,34,102,
10281857,HY470142,10/21/2015 01:07:00 AM,NARCOTICS,POSS: CRACK,STREET,9,16,82,
10281860,HY470133,10/21/2015 12:15:00 AM,BATTERY,PRO EMP HANDS NO/MIN INJURY,JAIL / LOCK-UP FACILITY,3,6,60,
10281870,HY470161,10/21/2015 01:23:00 AM,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,2,20,66,
10281881,HY470143,10/21/2015 12:30:00 AM,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,1,2,156,
